"cement","slag","ash","water","superplastic","coarseagg","fineagg","age","strength","ti_le_nuoc_ximang","log_strength"
193.5,290.2,0,185.7,0,998.2,704.3,28,32.63,0.96,3.51541852575218
194.7,0,100.5,170.2,7.5,998,901.8,28,37.27,0.874,3.64466629943761
289,134,0,195,6,924,760,28,46.24,0.675,3.85524099132916
298,137,107,201,6,878,655,28,53.52,0.674,3.99856760682833
192,288,0,192,0,929.8,716.1,90,50.73,1,3.94603788401542
213.5,0,174.2,159.2,11.7,1043.6,771.9,56,51.26,0.746,3.95623126009247
190,190,0,228,0,932,670,28,40.86,1.2,3.73433071701785
173,116,0,192,0,946.8,856.8,90,32.1,1.11,3.49953328238302
213.5,0,174.2,154.6,11.7,1052.3,775.5,3,17.37,0.724,2.91071889922703
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,0.991,3.65867794538081
284,120,0,168,7,970,794,28,40.93,0.592,3.73600156118267
135.7,203.5,0,185.7,0,1076.2,759.3,7,7.51,1.368,2.14124194258528
246.8,0,125.1,143.3,12,1086.8,800.9,28,52.5,0.581,3.97968165390196
136,162,126,172,10,923,764,28,29.07,1.265,3.40352799700044
139.6,209.4,0,192,0,1047,806.9,3,8.06,1.375,2.20386912005489
250,0,95.7,187.4,5.5,956.9,861.2,14,24.92,0.75,3.25501487148407
475,0,0,228,0,932,594,180,42.62,0.48,3.77551576077348
149,139,109,193,6,892,780,28,23.69,1.295,3.20639830335709
277,0,0,191,0,968,856,360,33.7,0.69,3.54673968695281
225,0,0,181,0,1113,833,7,11.17,0.804,2.49897390699944
289,133.7,0,194.9,5.5,924.1,760.1,28,46.25,0.674,3.85545265393975
480,0,0,192,0,936.2,712.2,90,54.32,0.4,4.01313450679656
153,102,0,192,0,888,943.1,90,26.32,1.255,3.30761903470259
231.8,0,121.6,174,6.7,1056.4,778.5,56,42.7,0.751,3.77734810210154
225,0,0,181,0,1113,833,28,17.34,0.804,2.90908446682832
190.3,0,125.2,166.6,9.9,1079,798.9,14,19.42,0.875,3.01651481273652
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,0.91,3.54645146098166
266,114,0,228,0,932,670,180,48.7,0.857,3.90600493310258
212.5,0,100.4,159.3,8.7,1007.8,903.6,28,31.64,0.75,3.48553853009591
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,0.91,3.60685561863535
388.6,97.1,0,157.9,12.1,852.1,925.7,28,50.7,0.406,3.94545778151438
277,0,0,191,0,968,856,28,25.97,0.69,3.29472513715164
141.3,212,0,203.5,0,971.8,748.5,3,4.83,1.44,1.7630170003624
339,0,0,197,0,968,781,90,35.17,0.581,3.58823004596401
289,0,0,192,0,913.2,895.3,90,32.07,0.664,3.4986265269937
154.8,0,142.8,193.3,9.1,877.2,867.7,28,9.74,1.249,2.37397508908072
480,0,0,192,0,936,721,28,43.89,0.4,3.80421505279384
198.6,132.4,0,192,0,978.4,825.5,28,28.02,0.967,3.36798524745604
194.7,0,100.5,165.6,7.5,1006.4,905.9,28,25.72,0.851,3.28541234866844
349,0,0,192,0,1056,809,7,9.01,0.55,2.30358459332713
366,187,0,191,7,824,757,28,65.91,0.522,4.20334843279473
236,0,0,194,0,968,885,90,21.95,0.822,3.13331793650655
305.3,203.5,0,203.5,0,965.4,631,28,43.38,0.667,3.79278891750445
213.8,98.1,24.5,181.7,6.7,1066,785.5,56,47.13,0.85,3.87390568331502
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,14,35.96,0.645,3.60983624677348
238.2,158.8,0,185.7,0,1040.6,734.3,7,15.69,0.78,2.81480973767374
159,187,0,176,11,990,789,28,32.76,1.107,3.51927666972776
102,153,0,192,0,887,942,90,25.46,1.882,3.27563415868681
170.3,155.5,0,185.7,0,1026.6,724.3,7,10.73,1.09,2.46214966266538
425,106.3,0,153.5,16.5,852.1,887.1,7,49.2,0.361,3.91601502669768
342,38,0,228,0,932,670,365,56.14,0.667,4.04550439680263
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,0.95,3.18138162044062
330.5,169.6,0,194.9,8.1,811,802.3,28,56.62,0.59,4.05386972965638
318.8,212.5,0,155.7,14.3,852.1,880.4,28,55.5,0.488,4.0342406381524
304.8,0,99.6,196,9.8,959.4,705.2,28,30.12,0.643,3.43785069931019
266,112,87,178,10,910,745,28,39.42,0.669,3.69932471197547
165,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,1.061,3.52900408614981
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,0.455,3.5918177412708
139.6,209.4,0,192,0,1047,806.9,90,39.36,1.375,3.69783919548541
150,237,0,174,12,1069,675,28,37.43,1.16,3.64883840457675
310,142.8,0,167.9,10,914.3,804,28,45.3,0.542,3.83514196109219
148,0,182,181,15,839,884,28,15.52,1.223,2.80457176809283
203.5,305.3,0,203.5,0,963.4,630,28,41.68,1,3.75373042643355
212,0,124.8,159,7.8,1085.4,799.5,14,31.35,0.75,3.47661402094691
102,153,0,192,0,887,942,3,4.57,1.882,1.71739505393919
305.3,203.5,0,203.5,0,965.4,631,90,54.6,0.667,4.01818320125654
183.9,122.6,0,203.5,0,959.2,800,28,24.05,1.107,3.22087382753087
296,0,107,221,11,819,778,28,31.42,0.747,3.47877551630753
275.1,0,121.4,159.5,9.9,1053.6,777.5,100,58.61,0.58,4.08782334523184
424,22,132,178,8.5,822,750,56,65.7,0.42,4.20020495292158
166.1,0,163.3,176.5,4.5,1058.6,780.1,3,10.76,1.063,2.46470394247048
297.8,137.2,106.9,201.3,6,878.4,655.3,28,53.52,0.676,3.99856760682833
321.3,164.2,0,190.5,4.6,870,774,28,57.22,0.593,4.06422893831748
333,0,0,192,0,931.2,842.6,90,41.68,0.577,3.75373042643355
102,153,0,192,0,887,942,28,17.28,1.882,2.905807566026
388.6,97.1,0,157.9,12.1,852.1,925.7,91,57.6,0.406,4.07073469658297
480,0,0,192,0,936,721,90,54.28,0.4,4.01241117945941
362.6,189,0,164.9,11.6,944.7,755.8,3,35.3,0.455,3.5918177412708
134.7,0,165.7,180.2,10,961,804.9,28,13.29,1.338,2.65955999194178
250,0,95.7,187.4,5.5,956.9,861.2,3,13.82,0.75,2.69597761986794
284,15,141,179,5.5,842,801,56,44.52,0.63,3.81815178981808
393,0,0,192,0,940.6,785.6,7,27.74,0.489,3.35828988065088
475,118.8,0,181.1,8.9,852.1,781.5,91,74.19,0.381,4.32001824338994
212.5,0,100.4,159.3,8.7,1007.8,903.6,100,42.92,0.75,3.78236979720128
251.4,0,118.3,188.5,5.8,1028.4,757.7,3,17.22,0.75,2.90251989183181
275.1,0,121.4,159.5,9.9,1053.6,777.5,28,51.33,0.58,3.95756982038412
166.8,250.2,0,203.5,0,975.6,692.6,3,6.9,1.22,2.06686275947298
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,0.991,2.8225686545448
374,189.2,0,170.1,10.1,926.1,756.7,28,61.09,0.455,4.1285849453768
168,42.1,163.8,121.8,5.7,1058.7,780.1,28,24.24,0.725,3.22843003767301
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,0.361,4.11561669749764
331,0,0,192,0,1025,821,120,39.38,0.58,3.69833461288469
525,0,0,189,0,1125,613,14,48.4,0.36,3.89995042419388
446,24,79,162,10.3,967,712,28,53.39,0.363,3.99618031343487
300,0,120,212,10,878,728,28,23.84,0.707,3.21245525706528
213.8,98.1,24.5,181.7,6.7,1066,785.5,14,17.84,0.85,2.93598226914822
255,0,0,192,0,889.8,945,3,8.2,0.753,2.21920348405499
275.1,0,121.4,159.5,9.9,1053.6,777.5,14,38.77,0.58,3.6831128592196
382.5,0,0,185.7,0,1047.8,739.3,28,37.44,0.485,3.64909858410209
359,19,141,154,10.9,942,801,7,35.75,0.429,3.60413822565885
190.3,0,125.2,166.6,9.9,1079,798.9,56,31.72,0.875,3.48798651173455
290.2,193.5,0,185.7,0,998.2,704.3,28,33.04,0.64,3.52753630370517
380,95,0,228,0,932,594,90,40.56,0.6,3.72713816623103
165,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,1.061,4.02570876983196
375,93.8,0,126.6,23.4,852.1,992.6,7,45.7,0.338,3.84374416467485
331,0,0,192,0,978,825,360,41.24,0.58,3.74336763939801
277,117,91,191,7,946,666,28,43.57,0.69,3.79706098695846
321,0,128,182,11,870,780,28,37.26,0.567,3.64440496401211
313.3,262.2,0,175.5,8.6,1046.9,611.8,56,64.9,0.56,4.18813844150846
522,0,0,146,0,896,896,28,74.99,0.28,4.33060175268169
446,24,79,162,11.6,967,712,56,56.14,0.363,4.04550439680263
339.2,0,0,185.7,0,1069.2,754.3,7,21.18,0.547,3.09919098192222
286.3,200.9,0,144.7,11.2,1004.6,803.7,7,38,0.505,3.66356164612965
288,192,0,192,0,932,717.8,90,50.53,0.667,3.94216416234013
212.6,0,100.4,159.4,10.4,1003.8,903.8,14,25.37,0.75,3.2722270003652
400,0,0,187,0,1025,745,28,43.7,0.468,3.79997350161952
155.2,183.9,143.2,193.8,9.2,879.6,698.5,28,28.99,1.249,3.40086399276092
349,0,0,192,0,1047,806,28,32.72,0.55,3.51809113313365
334,17.6,158,189,15.3,967,633,28,44.33,0.566,3.81396906495276
168,42.1,163.8,121.8,5.7,1058.7,780.1,100,39.23,0.725,3.6946129859617
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,0.455,4.36054760299676
255.5,170.3,0,185.7,0,1026.6,724.3,28,32.05,0.727,3.4980215662977
427.5,47.5,0,228,0,932,594,365,43.7,0.533,3.79997350161952
439,177,0,186,11.1,884.9,707.9,3,39.3,0.424,3.69635146895264
261.9,110.5,86.1,195.4,5,895.2,732.6,28,33.72,0.746,3.54731588979215
252,0,0,185,0,1111,784,28,19.69,0.734,3.02965049175745
485,0,0,146,0,1120,800,28,71.99,0.301,4.29032244546354
194.7,0,100.5,165.6,7.5,1006.4,905.9,3,12.45,0.851,2.59897910604785
148,175,0,171,2,1000,828,28,26.92,1.155,3.32934327789417
288,192,0,192,0,932,717.8,28,38.8,0.667,3.68386691229039
359,19,141,154,10.9,942,801,56,66.78,0.429,4.21626716617891
356,0,142,193,11,801,778,28,40.87,0.542,3.73456958003105
382,0,0,186,0,1111,784,7,11.47,0.487,2.52332575969195
439,177,0,186,11.1,884.9,707.9,91,73.3,0.424,4.30811095172371
264.5,111,86.5,195.5,5.9,832.6,790.4,28,41.54,0.739,3.75044480977209
190.7,0,125.4,162.1,7.8,1090,804,14,21.06,0.85,3.09376601382536
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,0.991,3.9500892062346
317.9,0,126.5,209.7,5.7,860.5,736.6,28,40.06,0.66,3.71503441159079
288.4,121,0,177.4,7,907.9,829.5,28,42.14,0.615,3.76445064096101
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2,0.361,4.19268046294296
359,19,141,154,10.9,942,801,3,25.12,0.429,3.26270130440823
237.5,237.5,0,228,0,932,594,365,39,0.96,3.68887945411394
133,200,0,192,0,927.4,839.2,28,27.87,1.444,3.36280299367484
427.5,47.5,0,228,0,932,594,28,37.43,0.533,3.64883840457675
162,207,172,216,10,822,638,28,39.84,1.333,3.70966199329646
251.8,0,99.9,146.1,12.4,1006,899.8,56,44.14,0.58,3.80976877138939
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,0.361,4.17899203628239
491,26,123,210,3.9,882,699,7,33.49,0.428,3.54066942694875
275,180,120,162,10.4,830,765,28,76.24,0.589,4.34691745756031
145.4,0,178.9,201.7,7.8,824,868.7,28,10.54,1.387,2.44581926107995
362.6,189,0,164.9,11.6,944.7,755.8,91,79.3,0.455,4.38576962095272
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,0.58,3.44839898314645
212.5,0,100.4,159.3,8.7,1007.8,903.6,3,13.54,0.75,2.67690347210537
218.9,0,124.1,158.5,11.3,1078.7,794.9,100,46.23,0.724,3.85502928390803
297.2,0,117.5,174.8,9.5,1022.8,753.5,14,36.99,0.588,3.63732296719953
333,0,0,192,0,931.2,842.6,28,31.97,0.577,3.49559805708364
280,129,100,172,9,825,805,28,52.82,0.614,3.98564514529876
178,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,1.011,3.93162953506706
339,0,0,185,0,1060,754,28,31.65,0.546,3.48584485572244
500,0,0,200,0,1125,613,1,12.64,0.4,2.61300665241532
362.6,189,0,164.9,11.6,944.7,755.8,7,22.9,0.455,3.17387845893747
375,93.8,0,126.6,23.4,852.1,992.6,3,29,0.338,3.40119738166216
382,0,0,185,0,1047,739,7,24,0.484,3.2188758248682
451,0,0,165,11.3,1030,745,28,78.8,0.366,4.37952350445576
251.8,0,99.9,146.1,12.4,1006,899.8,28,33.94,0.58,3.55363230470591
212,141.3,0,203.5,0,973.4,750,90,39.7,0.96,3.70622809244855
153,102,0,192,0,888,943.1,7,8.37,1.255,2.23751309625033
318.8,212.5,0,155.7,14.3,852.1,880.4,3,25.2,0.488,3.26575941076705
296,0,0,186,0,1090,769,28,25.18,0.628,3.26499576048175
313.8,0,112.6,169.9,10.1,925.3,782.9,28,38.46,0.541,3.67528750059447
164,0,200,181,13,849,846,28,15.09,1.104,2.77819796100429
297.2,0,117.5,174.8,9.5,1022.8,753.5,56,51.96,0.588,3.96953691162875
231.8,0,121.6,174,6.7,1056.4,778.5,3,15.44,0.751,2.79971738962803
203.5,305.3,0,203.5,0,963.4,630,7,19.54,1,3.02237420450041
425,106.3,0,153.5,16.5,852.1,887.1,56,64.3,0.361,4.17899203628239
310,143,111,168,22,914,651,28,33.69,0.542,3.54645146098166
349,0,0,192,0,1056,809,90,40.66,0.55,3.72954143583283
480,0,0,192,0,936,721,3,24.39,0.4,3.23435539571659
298.1,0,107.5,163.6,12.8,953.2,784,28,35.87,0.549,3.60739821224605
446,24,79,162,11.6,967,712,28,51.02,0.363,3.95162826002051
381.4,0,0,185.7,0,1104.6,784.3,7,14.54,0.487,2.7434173449395
475,0,0,162,9.5,1044,662,28,58.52,0.341,4.08631239052484
362.6,189,0,164.9,11.6,944.7,755.8,28,71.3,0.455,4.28082412916472
500,0,0,200,0,1125,613,3,26.06,0.4,3.29805662274264
425,106.3,0,153.5,16.5,852.1,887.1,91,65.2,0.361,4.19268046294296
261,100,78,201,9,864,761,28,32.4,0.77,3.50855589998265
359,19,141,154,10.9,942,801,56,68.75,0.429,4.24491742070147
237.5,237.5,0,228,0,932,594,90,33.12,0.96,3.52988372262348
393,0,0,192,0,940.6,785.6,3,19.2,0.489,3.00568260440716
286.3,200.9,0,144.7,11.2,1004.6,803.7,56,72.99,0.505,4.30392994893746
213.7,98.1,24.5,181.7,6.9,1065.8,785.4,56,50.77,0.85,3.94681083091381
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,0.991,3.91182298542548
238.1,0,94.1,186.7,7,949.9,847,3,19.93,0.784,3.04118353645791
251.4,0,118.3,188.5,6.4,1028.4,757.7,14,24.43,0.75,3.23592957943403
387,20,94,157,13.9,938,845,56,47.97,0.406,3.89120786571423
531.3,0,0,141.8,28.2,852.1,893.7,7,46.9,0.267,3.86911550441687
304,76,0,228,0,932,670,180,50.95,0.75,3.95028171754524
525,0,0,189,0,1125,613,90,58.78,0.36,4.09067115685579
145,116,119,184,5.7,833,880,28,29.16,1.269,3.40651654313976
212,141.3,0,203.5,0,973.4,750,3,6.81,0.96,2.05540496385159
374,189.2,0,170.1,10.1,926.1,756.7,7,46.2,0.455,3.85439389259151
165,0,150,182,12,1023,729,28,18.03,1.103,2.94601668130806
424,22,132,168,8.9,822,750,28,72.1,0.396,4.29182836675573
150,236.8,0,173.8,11.9,1069.3,674.8,28,37.43,1.159,3.64883840457675
212,141.3,0,203.5,0,973.4,750,7,15.03,0.96,2.77446196662146
272.8,181.9,0,185.7,0,1012.4,714.3,7,19.77,0.681,3.03350963788802
284,15,141,179,5.5,842,801,28,43.73,0.63,3.80064441744476
116,173,0,192,0,909.8,891.9,3,6.28,1.655,1.98513086220859
260,101,78,171,10,936,763,28,49.77,0.658,3.9273056289593
376,0,0,214.6,0,1003.5,762.4,28,31.97,0.571,3.49559805708364
379.5,151.2,0,153.9,15.9,1134.3,605,7,47.1,0.406,3.87328217711172
233.8,0,94.6,197.9,4.6,947,852.2,56,27.66,0.846,3.35550242240003
181.9,272.8,0,185.7,0,1012.4,714.3,28,27.94,1.021,3.36522472120334
500,0,0,200,0,1125,613,90,47.22,0.4,3.87577387275303
167,75.4,167,164,7.9,1007.3,770.1,14,32.9,0.982,3.5234150143864
212.6,0,100.4,159.4,10.4,1003.8,903.8,3,13.33,0.75,2.66235524184008
297.2,0,117.5,174.8,9.5,1022.8,753.5,28,47.4,0.588,3.87949981372259
153.1,145,113,178.5,8,1001.9,688.7,28,25.56,1.166,3.27940632460823
173,116,0,192,0,946.8,856.8,28,24.28,1.11,3.23001356927866
525,0,0,189,0,1125,613,7,42.42,0.36,3.77092016445015
289,0,0,192,0,913.2,895.3,28,25.57,0.664,3.27978275977172
228,342.1,0,185.7,0,955.8,674.3,28,39.7,0.814,3.70622809244855
182,45.2,122,170.2,8.2,1059.4,780.7,56,43.5,0.935,3.79548918917219
144,136,106,178,7,941,774,28,26.14,1.236,3.30100865440672
155,183,0,193,9,1047,697,28,18.28,1.245,2.9590682891824
251.4,0,118.3,188.5,6.4,1028.4,757.7,3,13.12,0.75,2.6475922320651
475,118.8,0,181.1,8.9,852.1,781.5,56,72.3,0.381,4.29456060889261
190,190,0,228,0,932,670,270,50.66,1.2,3.94468378766769
157,236,0,192,0,935.4,781.2,28,33.66,1.223,3.54558628428746
355,19,97,145,13.1,967,871,28,44.03,0.408,3.80732893431348
202,11,141,206,1.7,942,801,56,23.25,1.02,3.18841661738349
446,24,79,162,11.6,967,712,56,55.25,0.363,4.02980604108453
425,106.3,0,151.4,18.6,936,803.7,91,66.7,0.356,4.21508617991823
362.6,189,0,164.9,11.6,944.7,755.8,7,55.9,0.455,4.04129534113228
425,106.3,0,153.5,16.5,852.1,887.1,28,60.29,0.361,4.11561669749764
190.7,0,125.4,162.1,7.8,1090,804,100,40.57,0.85,3.72737875326455
325,0,0,184,0,1063,783,28,30.57,0.566,3.4522073025699
251.4,0,118.3,188.5,6.4,1028.4,757.7,100,44.21,0.75,3.81131830130651
525,0,0,189,0,1125,613,180,61.92,0.36,4.14186407819008
212.5,0,100.4,159.3,8.7,1007.8,903.6,56,42.55,0.75,3.77390970329851
149,236,0,176,13,847,893,28,32.96,1.181,3.52518336144315
375,93.8,0,126.6,23.4,852.1,992.6,56,60.2,0.338,4.11414718951828
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,0.95,4.04410334578535
165,0,143.6,163.8,0,1005.6,900.9,56,36.56,0.993,3.62593965434006
168,42.1,163.8,121.8,5.7,1058.7,780.1,3,7.75,0.725,2.16905370036952
157,214,152,200,9,819,704,28,33.05,1.274,3.52783003259552
272.6,0,89.6,198.7,10.6,931.3,762.2,28,32.25,0.729,3.50405476710186
251.8,0,99.9,146.1,12.4,1006,899.8,100,45.37,0.58,3.83665269840337
322,0,0,203,0,974,800,28,25.18,0.63,3.26499576048175
238.1,0,0,185.7,0,1118.8,789.3,7,10.34,0.78,2.42833629829961
424,22,132,168,8.9,822,750,56,74.36,0.396,4.32227663026811
339,0,0,197,0,968,781,180,36.45,0.581,3.62300670996323
331,0,0,192,0,978,825,3,13.52,0.58,2.67552700939665
133.1,210.2,0,195.7,3.1,949.4,795.3,28,28.94,1.47,3.39919537899148
212.1,0,121.6,180.3,5.7,1057.6,779.3,28,24.9,0.85,3.25424296870549
165,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,1.061,4.00222927331429
145,0,134,181,11,979,812,28,13.2,1.248,2.65324196460721
277,0,0,191,0,968,856,3,11.36,0.69,2.51446545202954
339,0,0,197,0,968,781,365,38.89,0.581,3.68612566591732
143.6,0,174.9,158.4,17.9,942.7,844.5,28,15.42,1.103,2.79850010402428
210.7,316.1,0,185.7,0,977,689.3,7,21.82,0.881,3.12763734443393
362.6,189,0,164.9,11.6,944.7,755.8,56,77.3,0.455,4.36054760299676
260.9,100.5,78.3,200.6,8.6,864.5,761.5,28,32.4,0.769,3.50855589998265
305.3,203.5,0,203.5,0,965.4,631,3,14.14,0.667,2.7173402480093
166.1,0,163.3,176.5,4.5,1058.6,780.1,100,33.54,1.063,3.54211807271853
500,0,0,151,9,1033,655,28,69.84,0.302,4.26042381291463
475,0,0,228,0,932,594,7,38.6,0.48,3.67882911826043
229.7,0,118.2,195.2,6.1,1028.1,757.6,100,40.86,0.85,3.73433071701785
439,177,0,186,11.1,884.9,707.9,7,56.1,0.424,4.04480411666196
393,0,0,192,0,940,758,3,19.11,0.489,3.00121720378456
238.1,0,94.1,186.7,7,949.9,847,28,30.23,0.784,3.44137917129499
491,26,123,201,3.9,822,699,56,61.86,0.409,4.14091003136942
491,26,123,210,3.9,882,699,56,59.59,0.428,4.1041298629569
388.6,97.1,0,157.9,12.1,852.1,925.7,56,55.2,0.406,4.02891675689965
295.8,0,0,185.7,0,1091.4,769.3,7,14.84,0.628,2.76253838638628
250,0,95.7,187.4,5.5,956.9,861.2,56,38.33,0.75,3.67198758644372
339,0,0,197,0,968,781,14,27.04,0.581,3.33363206216639
332.5,142.5,0,228,0,932,594,180,39.78,0.686,3.70819176514631
167,75.4,167,164,7.9,1007.3,770.1,3,15.52,0.982,2.80457176809283
380,95,0,228,0,932,594,180,40.76,0.6,3.73193894357438
380,0,0,228,0,932,670,270,53.3,0.6,3.99452422693989
288,121,0,177,7,908,829,28,42.13,0.615,3.76421881065975
212.6,0,100.4,159.4,10.4,1003.8,903.8,100,47.74,0.75,3.88650004819706
200,133,0,192,0,965.4,806.2,90,43.25,0.96,3.78985537145394
387,20,94,157,13.9,938,845,3,25.51,0.406,3.27752202030093
296,0,0,186,0,1090,769,7,18.91,0.628,2.9912221180761
322.2,0,115.6,196,10.4,817.9,813.4,28,31.18,0.608,3.47134514156424
251.4,0,118.3,188.5,5.8,1028.4,757.7,14,29.93,0.75,3.43172658669698
446,24,79,162,11.6,967,712,3,35.36,0.363,3.59346926930928
304,76,0,228,0,932,670,270,54.38,0.75,4.01421851774282
310,0,0,192,0,1012,830,3,11.85,0.619,2.55334381134123
405,0,0,175,0,1120,695,28,52.3,0.432,3.9759363311718
321,164,0,190,5,870,774,28,57.21,0.592,4.06405716128364
275,0,0,183,0,1088,808,7,14.2,0.665,2.72129542785223
149,117.6,91.7,182.9,7.1,953.4,780.3,28,23.52,1.228,3.19948911106801
186.2,124.1,0,185.7,0,1083.4,764.3,7,8,0.997,2.19722457733622
446,24,79,162,11.6,967,712,7,39.3,0.363,3.69635146895264
401.8,94.7,0,147.4,11.4,946.8,852.1,7,54.1,0.367,4.00914971615887
331,0,0,192,0,1025,821,3,14.31,0.58,2.72850620966959
198.6,132.4,0,192,0,978.4,825.5,180,41.72,0.967,3.75466719465194
222.4,0,96.7,189.3,4.5,967.1,870.3,100,40.71,0.851,3.73074090820885
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,14,29.55,0.991,3.4193646856176
255,0,0,192,0,889.8,945,28,18.75,0.753,2.98315349134713
255.3,98.8,77,188.6,6.5,919,749.3,28,33.8,0.739,3.54961738678043
322,0,116,196,10,818,813,28,31.18,0.609,3.47134514156424
266.2,112.3,87.5,177.9,10.4,909.7,744.5,28,39.42,0.668,3.69932471197547
480,0,0,192,0,936.2,712.2,3,24.4,0.4,3.23474917402449
250,0,95.7,191.8,5.3,948.9,857.2,3,8.49,0.767,2.25023861262184
190.7,0,125.4,162.1,7.8,1090,804,28,26.4,0.85,3.31054301339402
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,0.724,3.67882911826043
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,0.58,4.21877214059715
385,0,136,158,20,903,768,28,55.55,0.41,4.03512520256213
307,0,0,193,0,968,812,3,12.54,0.629,2.60564826748413
295.7,0,95.6,171.5,8.9,955.1,859.2,28,39.94,0.58,3.71210758023314
246.8,0,125.1,143.3,12,1086.8,800.9,3,23.52,0.581,3.19948911106801
525,0,0,189,0,1125,613,28,55.94,0.36,4.04199808184989
250,0,0,182,0,1100,820,7,12.73,0.728,2.61958321977988
251.4,0,118.3,192.9,5.8,1043.6,754.3,56,39.27,0.767,3.69560677486336
540,0,0,173,0,1125,613,14,59.76,0.32,4.10693167772757
190.3,0,125.2,166.6,9.9,1079,798.9,28,24.85,0.875,3.25231060095444
387,20,94,157,14.3,938,845,7,36.84,0.406,3.63336674418368
173,116,0,192,0,946.8,856.8,7,11.39,1.11,2.51688969564105
166.1,0,163.3,176.5,4.5,1058.6,780.1,56,28.63,1.063,3.38878736158547
310,0,0,192,0,970,850,28,27.92,0.619,3.36453339729056
254,0,0,198,0,968,863,3,9.31,0.78,2.33311429802887
190.3,0,125.2,161.9,9.9,1088.1,802.6,14,22.72,0.851,3.16631857412952
145,0,179,202,8,824,869,28,10.54,1.393,2.44581926107995
277.1,0,97.4,160.6,11.8,973.9,875.6,3,23.14,0.58,3.18387021566939
289,0,0,192,0,913.2,895.3,3,11.65,0.664,2.53765721517353
339.2,0,0,185.7,0,1069.2,754.3,28,31.9,0.547,3.49347265777133
200,0,0,180,0,1125,845,7,7.84,0.9,2.17928687664955
295.8,0,0,185.7,0,1091.4,769.3,28,25.22,0.628,3.26652247833555
230,0,118.3,195.5,4.6,1029.4,758.6,14,20.08,0.85,3.04832472367316
425,106.3,0,151.4,18.6,936,803.7,7,46.8,0.356,3.86702563949741
238.1,0,94.1,186.7,7,949.9,847,56,39.59,0.784,3.70352173085081
284,15,141,179,5.5,842,801,3,13.4,0.63,2.66722820658195
349,0,0,192,0,1047,806.9,3,15.05,0.55,2.77570884957602
152,178,139,168,18,944,695,28,36.35,1.105,3.62033291157883
160.2,188,146.4,203.2,11.3,828.7,709.7,28,35.31,1.268,3.59209318542624
202,11,141,206,1.7,942,801,7,15.07,1.02,2.77695417974942
194.7,0,100.5,170.2,7.5,998,901.8,3,12.18,0.874,2.57870052907436
156,178,187,221,7,854,614,28,29.41,1.417,3.41477150168927
222.4,0,96.7,189.3,4.5,967.1,870.3,14,24.45,0.851,3.23671574299653
143.8,136.3,106.2,178.1,7.5,941.5,774.3,28,26.15,1.239,3.30137704637994
